LABELS
#use this template to change the leaf labels, or define/change the internal node names (displayed in mouseover popups)

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#NODE_ID,LABEL

#Examples
#define a name for an internal node
#9031|9606,Metazoa

#change the label for leaf node 9606
#9606,Homo sapiens
GCA_003149495.1,Gemmata obscuriglobus 
pai,Pyrobaculum aerophilum
pis,Pyrobaculum islandicum
pcl,Pyrobaculum calidifontis
pas,Pyrobaculum arsenaticum
pyr,Pyrobaculum ferrireducens
pog,Pyrobaculum oguniense
tne,Pyrobaculum neutrophilum
pyw,Pyrobaculum sp. WP30
cma,Caldivirga maquilingensis
ttn,Thermoproteus tenax
tuz,Thermoproteus uzoniensis
vdi,Vulcanisaeta distributa
vmo,Vulcanisaeta moutnovskia
tpe,Thermofilum pendens
thb,Thermofilum adornatum
tcb,Thermofilum adornatum
thf,Infirmifilum uzonense
thel,Infirmifilum lucidum
asc,Acidilobus saccharovorans
acia,Acidilobus sp. 7A
clg,Caldisphaera lagunensis
ffo,Fervidicoccus fontis
nmr,Nitrosopumilus maritimus
nir,Candidatus Nitrosopumilus sediminis
nkr,Candidatus Nitrosopumilus koreensis
nid,Nitrosopumilus piranensis
nin,Nitrosopumilus adriaticus
niw,Candidatus Nitrosopumilus sp. SW
ncl,Nitrosopumilus cobalaminigenes
nox,Nitrosopumilus oxyclinae
nue,Nitrosopumilus ureiphilus
nip,Nitrosopumilus sp. K4
nct,Candidatus Nitrosomarinus catalina
nic,Nitrosarchaeum sp. AC2
csy,Cenarchaeum symbiosum
nga,Candidatus Nitrososphaera gargensis
nvn,Nitrososphaera viennensis
nev,Candidatus Nitrososphaera evergladensis
taa,Candidatus Nitrosocosmicus oleophilus
nfn,Candidatus Nitrosocosmicus franklandus
ncv,Candidatus Nitrosocaldus cavascurensis
csu,Candidatus Caldarchaeum subterraneum
nbv,Candidatus Nitrosopelagicus brevis
tah,Candidatus Nitrosotenuis cloacae
niu,Candidatus Nitrosotenuis sp. DW1
ndv,Candidatus Nitrosotalea devanaterra
ccai,Conexivisphaera calida
kcr,Candidatus Korarchaeum cryptofilum
barc,Candidatus Bathyarchaeota archaeon BA1
barb,Candidatus Bathyarchaeota archaeon BA2
neq,Nanoarchaeum equitans
naa,Candidatus Nanopusillus acidilobi
marh,Candidatus Mancarchaeum acidiphilum
flt,Candidatus Fermentimicrarchaeum limneticum
miy,Candidatus Micrarchaeum sp.
loki,Lokiarchaeum sp. GC14_75
psyt,Candidatus Prometheoarchaeum syntrophicum
agw,archaeon GW2011_AR10
arg,archaeon GW2011_AR20
GCA_003149495.1_2,Gemmata obscuriglobus 
GCA_003149495.1_3,Gemmata obscuriglobus 
GCA_008065095.1_2,Gemmata obscuriglobus 
GCA_008065095.1_3,Gemmata obscuriglobus 
GCA_013822725.1_2,Pirellula sp. PB1.3.31
GCA_013822725.1_3,Pirellula sp. PB1.3.31
GCA_013822735.1_2,Pirellula sp. PB1.007
GCA_013822735.1_4,Pirellula sp. PB1.007
GCA_013822735.1_6,Pirellula sp. PB1.007
GCA_013822735.1_5,Pirellula sp. PB1.007
GCA_013822735.1_3,Pirellula sp. PB1.007
GCA_002341435.1_2,Gimesia maris UBA2506
GCA_002341435.1_3,Gimesia maris UBA2506
GCA_002341435.1_4,Gimesia maris UBA2506
GCA_003526145.1_2,Gimesia maris UBA9375
GCA_003526145.1_3,Gimesia maris UBA9375
GCA_003526145.1_4,Gimesia maris UBA9375
GCA_007746295.1_2,Gimesia maris 
GCA_007746295.1_3,Gimesia maris 
GCA_007746295.1_4,Gimesia maris 
GCA_007747015.1_3,Gimesia maris 
GCA_007747015.1_2,Gimesia maris 
GCA_007747015.1_4,Gimesia maris 
GCA_008298035.1_2,Gimesia maris 
GCA_008298035.1_3,Gimesia maris 
GCA_008298035.1_4,Gimesia maris 
GCA_009720545.1_2,Gimesia maris 
GCA_009720545.1_3,Gimesia maris 
GCA_009720545.1_4,Gimesia maris 
GCA_002967715.1_3,Blastopirellula marina 
GCA_002967715.1_2,Blastopirellula marina 
GCA_002967715.1_7,Blastopirellula marina 
GCA_002967715.1_5,Blastopirellula marina 
GCA_002967715.1_8,Blastopirellula marina 
GCA_002967715.1_6,Blastopirellula marina 
GCA_002967715.1_4,Blastopirellula marina 
GCA_002967725.1_2,Blastopirellula marina 
GCA_002967725.1_4,Blastopirellula marina 
GCA_002967725.1_3,Blastopirellula marina 
GCA_002967725.1_8,Blastopirellula marina 
GCA_002967725.1_6,Blastopirellula marina 
GCA_002967725.1_7,Blastopirellula marina 
GCA_002967725.1_9,Blastopirellula marina 
GCA_002967725.1_5,Blastopirellula marina 
GCA_002967755.1_2,Blastopirellula marina 
GCA_002967755.1_3,Blastopirellula marina 
GCA_002967755.1_4,Blastopirellula marina 
GCA_002967755.1_6,Blastopirellula marina 
GCA_002967755.1_5,Blastopirellula marina 
GCA_002967755.1_8,Blastopirellula marina 
GCA_002967755.1_7,Blastopirellula marina 
GCA_002967765.1_2,Blastopirellula marina 
GCA_002967765.1_3,Blastopirellula marina 
GCA_002967765.1_5,Blastopirellula marina 
GCA_002967765.1_4,Blastopirellula marina 
GCA_002967765.1_6,Blastopirellula marina 
GCA_003044115.1_2,Blastopirellula marina 
GCA_003044115.1_4,Blastopirellula marina 
GCA_003044115.1_3,Blastopirellula marina 
GCA_003044115.1_8,Blastopirellula marina 
GCA_003044115.1_6,Blastopirellula marina 
GCA_003044115.1_7,Blastopirellula marina 
GCA_003044115.1_9,Blastopirellula marina 
GCA_003044115.1_5,Blastopirellula marina 
GCA_002702685.1_2,Planctomyces sp. NAT128
GCA_002702685.1_3,Planctomyces sp. NAT128
GCA_002709545.1_2,Planctomyces sp. SP155
GCA_002709545.1_3,Planctomyces sp. SP155
GCA_005776685.1_3,Planctomyces sp. F1-120-MAGs229
GCA_005776685.1_2,Planctomyces sp. F1-120-MAGs229
GCA_005776685.1_4,Planctomyces sp. F1-120-MAGs229
GCA_005778115.1_2,Planctomyces sp. F1-120-MAGs108
GCA_005778115.1_3,Planctomyces sp. F1-120-MAGs108
GCA_005778115.1_4,Planctomyces sp. F1-120-MAGs108
GCA_005778225.1_2,Planctomyces sp. F1-120-MAGs242
GCA_005778225.1_3,Planctomyces sp. F1-120-MAGs242
GCA_005779075.1_2,Planctomyces sp. F1-120-MAGs109
GCA_005779075.1_3,Planctomyces sp. F1-120-MAGs109
GCA_005790305.1_2,Planctomyces sp. F1-140-MAGs161
GCA_005790305.1_3,Planctomyces sp. F1-140-MAGs161
GCA_005790305.1_4,Planctomyces sp. F1-140-MAGs161
GCA_005790305.1_5,Planctomyces sp. F1-140-MAGs161
GCA_005790305.1_7,Planctomyces sp. F1-140-MAGs161
GCA_005790305.1_6,Planctomyces sp. F1-140-MAGs161
GCA_005791255.1_6,Planctomyces sp. F1-20-MAGs055
GCA_005791255.1_5,Planctomyces sp. F1-20-MAGs055
GCA_005791255.1_3,Planctomyces sp. F1-20-MAGs055
GCA_005791255.1_2,Planctomyces sp. F1-20-MAGs055
GCA_005791255.1_4,Planctomyces sp. F1-20-MAGs055
GCA_005798445.1_2,Planctomyces sp. F1-80-MAGs005
GCA_005798445.1_3,Planctomyces sp. F1-80-MAGs005
GCA_005798485.1_2,Planctomyces sp. F1-80-MAGs004
GCA_005798485.1_3,Planctomyces sp. F1-80-MAGs004
GCA_005798485.1_4,Planctomyces sp. F1-80-MAGs004
GCA_005799905.1_2,Planctomyces sp. F1-60-MAGs073
GCA_005799905.1_3,Planctomyces sp. F1-60-MAGs073
GCA_005799905.1_4,Planctomyces sp. F1-60-MAGs073
GCA_005799905.1_5,Planctomyces sp. F1-60-MAGs073
GCA_005800415.1_2,Planctomyces sp. F1-60-MAGs074
GCA_005800415.1_3,Planctomyces sp. F1-60-MAGs074
GCA_005809115.1_2,Planctomyces sp. F1-80-MAGs062
GCA_013822855.1_2,Planctomyces sp. DS3.3.33
GCA_013822855.1_3,Planctomyces sp. DS3.3.33
GCA_013822855.1_5,Planctomyces sp. DS3.3.33
GCA_013822855.1_4,Planctomyces sp. DS3.3.33
GCA_016795105.1_4,Planctomyces sp. new MAG-38
GCA_016795105.1_5,Planctomyces sp. new MAG-38
GCA_016795105.1_2,Planctomyces sp. new MAG-38
GCA_016795105.1_3,Planctomyces sp. new MAG-38
GCA_013822345.1_4,Isosphaera sp. PR.3.33
GCA_013822345.1_3,Isosphaera sp. PR.3.33
GCA_013822345.1_2,Isosphaera sp. PR.3.33
GCA_903821205.1_2,uncultured Planctomycetaceae bacterium LaPlata-1m-b_bin-724
GCA_903821325.1_2,uncultured Planctomycetaceae bacterium UppL5_bin-0303
GCA_903823545.1_3,uncultured Planctomycetaceae bacterium Erken-D6_bin-0022
GCA_903823545.1_2,uncultured Planctomycetaceae bacterium Erken-D6_bin-0022
GCA_903831155.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-01959
GCA_903831155.1_3,uncultured Planctomycetaceae bacterium Loclat_bin-01959
GCA_903832705.1_2,uncultured Planctomycetaceae bacterium Erken-D8_bin-0493
GCA_903834175.1_2,uncultured Planctomycetaceae bacterium Erken-D5_bin-0583
GCA_903835315.1_2,uncultured Planctomycetaceae bacterium Umea_bin-09911
GCA_903842815.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-1342
GCA_903842815.1_6,uncultured Planctomycetaceae bacterium LaPlata_bin-1342
GCA_903842815.1_4,uncultured Planctomycetaceae bacterium LaPlata_bin-1342
GCA_903842815.1_3,uncultured Planctomycetaceae bacterium LaPlata_bin-1342
GCA_903842815.1_5,uncultured Planctomycetaceae bacterium LaPlata_bin-1342
GCA_903842935.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1226
GCA_903845985.1_2,uncultured Planctomycetaceae bacterium Umea1p4_bin-068
GCA_903847555.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903847555.1_3,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903847555.1_7,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903847555.1_6,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903847555.1_4,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903847555.1_5,uncultured Planctomycetaceae bacterium LaPlata-b_bin-2484
GCA_903853045.1_2,uncultured Planctomycetaceae bacterium Erken-D4_bin-0398
GCA_903853045.1_3,uncultured Planctomycetaceae bacterium Erken-D4_bin-0398
GCA_903857035.1_2,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903857035.1_7,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903857035.1_5,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903857035.1_3,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903857035.1_4,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903857035.1_6,uncultured Planctomycetaceae bacterium Erken-D4_bin-0329
GCA_903858815.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-4282
GCA_903858815.1_6,uncultured Planctomycetaceae bacterium LaPlata_bin-4282
GCA_903858815.1_5,uncultured Planctomycetaceae bacterium LaPlata_bin-4282
GCA_903858815.1_3,uncultured Planctomycetaceae bacterium LaPlata_bin-4282
GCA_903858815.1_4,uncultured Planctomycetaceae bacterium LaPlata_bin-4282
GCA_903861195.1_2,uncultured Planctomycetaceae bacterium ErkenSummer_bin-1745
GCA_903861195.1_3,uncultured Planctomycetaceae bacterium ErkenSummer_bin-1745
GCA_903862635.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0630
GCA_903863875.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-414
GCA_903863875.1_3,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-414
GCA_903863885.1_3,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903863885.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903863885.1_7,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903863885.1_5,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903863885.1_6,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903863885.1_4,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-253
GCA_903866115.1_5,uncultured Planctomycetaceae bacterium LaPlata-1m-b_bin-546
GCA_903866115.1_2,uncultured Planctomycetaceae bacterium LaPlata-1m-b_bin-546
GCA_903866115.1_3,uncultured Planctomycetaceae bacterium LaPlata-1m-b_bin-546
GCA_903866115.1_4,uncultured Planctomycetaceae bacterium LaPlata-1m-b_bin-546
GCA_903866415.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-1976
GCA_903867395.1_6,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-401
GCA_903867395.1_5,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-401
GCA_903867395.1_2,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-401
GCA_903867395.1_3,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-401
GCA_903867395.1_4,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-401
GCA_903871805.1_2,uncultured Planctomycetaceae bacterium ErkenSummer_bin-6500
GCA_903871805.1_4,uncultured Planctomycetaceae bacterium ErkenSummer_bin-6500
GCA_903871805.1_3,uncultured Planctomycetaceae bacterium ErkenSummer_bin-6500
GCA_903872835.1_4,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-314
GCA_903872835.1_2,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-314
GCA_903872835.1_3,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-314
GCA_903873495.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-18416
GCA_903873495.1_3,uncultured Planctomycetaceae bacterium Loclat_bin-18416
GCA_903877395.1_3,uncultured Planctomycetaceae bacterium UppL7s_bin-0881
GCA_903877395.1_2,uncultured Planctomycetaceae bacterium UppL7s_bin-0881
GCA_903878165.1_2,uncultured Planctomycetaceae bacterium Umea1_bin-0709
GCA_903881225.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-09656
GCA_903881225.1_3,uncultured Planctomycetaceae bacterium Loclat_bin-09656
GCA_903884215.1_2,uncultured Planctomycetaceae bacterium ErkenSummer_bin-2185
GCA_903885565.1_3,uncultured Planctomycetaceae bacterium Loclat_bin-17606
GCA_903885565.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-17606
GCA_903885575.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0690
GCA_903885575.1_3,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0690
GCA_903885855.1_3,uncultured Planctomycetaceae bacterium LaPlata_bin-3722
GCA_903885855.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-3722
GCA_903886965.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-03231
GCA_903890835.1_2,uncultured Planctomycetaceae bacterium LinL1_bin-0599
GCA_903893105.1_2,uncultured Planctomycetaceae bacterium LaPlata-5m-a_bin-660
GCA_903895205.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-593
GCA_903895205.1_3,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-593
GCA_903895665.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-3356
GCA_903895665.1_3,uncultured Planctomycetaceae bacterium LaPlata_bin-3356
GCA_903896675.1_5,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0686
GCA_903896675.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0686
GCA_903896675.1_3,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0686
GCA_903896675.1_4,uncultured Planctomycetaceae bacterium LaPlata-b_bin-0686
GCA_903897345.1_2,uncultured Planctomycetaceae bacterium Erken-D4_bin-0105
GCA_903898975.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1986
GCA_903898975.1_3,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1986
GCA_903898975.1_4,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1986
GCA_903899385.1_2,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-539
GCA_903899385.1_3,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-539
GCA_903899385.1_5,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-539
GCA_903899385.1_4,uncultured Planctomycetaceae bacterium LaPlata-1m-a_bin-539
GCA_903904045.1_3,uncultured Planctomycetaceae bacterium LaPlata-7m-a_bin-595
GCA_903904045.1_2,uncultured Planctomycetaceae bacterium LaPlata-7m-a_bin-595
GCA_903904045.1_4,uncultured Planctomycetaceae bacterium LaPlata-7m-a_bin-595
GCA_903905955.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-279
GCA_903907685.1_4,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-412
GCA_903907685.1_2,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-412
GCA_903907685.1_3,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-412
GCA_903907715.1_2,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-195
GCA_903907715.1_3,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-195
GCA_903907715.1_4,uncultured Planctomycetaceae bacterium LaPlata-5m-b_bin-195
GCA_903912515.1_2,uncultured Planctomycetaceae bacterium ErkenSummer_bin-2955
GCA_903913475.1_2,uncultured Planctomycetaceae bacterium Erken-D8_bin-0662
GCA_903917235.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-2267
GCA_903917635.1_2,uncultured Planctomycetaceae bacterium LaPlata-b_bin-1717
GCA_903917635.1_4,uncultured Planctomycetaceae bacterium LaPlata-b_bin-1717
GCA_903917635.1_3,uncultured Planctomycetaceae bacterium LaPlata-b_bin-1717
GCA_903919035.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-0093
GCA_903919035.1_3,uncultured Planctomycetaceae bacterium LaPlata-a_bin-0093
GCA_903920745.1_2,uncultured Planctomycetaceae bacterium Erken-D4_bin-1102
GCA_903920745.1_4,uncultured Planctomycetaceae bacterium Erken-D4_bin-1102
GCA_903920745.1_3,uncultured Planctomycetaceae bacterium Erken-D4_bin-1102
GCA_903921605.1_3,uncultured Planctomycetaceae bacterium ErkenSummer_bin-0099
GCA_903921605.1_2,uncultured Planctomycetaceae bacterium ErkenSummer_bin-0099
GCA_903921945.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-643
GCA_903921945.1_4,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-643
GCA_903921945.1_3,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-643
GCA_903921945.1_5,uncultured Planctomycetaceae bacterium LaPlata-15m-b_bin-643
GCA_903922805.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2391
GCA_903922805.1_5,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2391
GCA_903922805.1_6,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2391
GCA_903922805.1_3,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2391
GCA_903922805.1_4,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2391
GCA_903922865.1_3,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903922865.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903922865.1_6,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903922865.1_7,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903922865.1_4,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903922865.1_5,uncultured Planctomycetaceae bacterium LaPlata-a_bin-2390
GCA_903924375.1_2,uncultured Planctomycetaceae bacterium Erken-D3_bin-0209
GCA_903924375.1_5,uncultured Planctomycetaceae bacterium Erken-D3_bin-0209
GCA_903924375.1_3,uncultured Planctomycetaceae bacterium Erken-D3_bin-0209
GCA_903924375.1_4,uncultured Planctomycetaceae bacterium Erken-D3_bin-0209
GCA_903924405.1_2,uncultured Planctomycetaceae bacterium Erken-D3_bin-0369
GCA_903924405.1_5,uncultured Planctomycetaceae bacterium Erken-D3_bin-0369
GCA_903924405.1_4,uncultured Planctomycetaceae bacterium Erken-D3_bin-0369
GCA_903924405.1_3,uncultured Planctomycetaceae bacterium Erken-D3_bin-0369
GCA_903925735.1_2,uncultured Planctomycetaceae bacterium LaPlata_bin-3097
GCA_903925735.1_3,uncultured Planctomycetaceae bacterium LaPlata_bin-3097
GCA_903925735.1_4,uncultured Planctomycetaceae bacterium LaPlata_bin-3097
GCA_903925735.1_5,uncultured Planctomycetaceae bacterium LaPlata_bin-3097
GCA_903927685.1_3,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-389
GCA_903927685.1_2,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-389
GCA_903927685.1_5,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-389
GCA_903927685.1_4,uncultured Planctomycetaceae bacterium LaPlata-15m-a_bin-389
GCA_903928155.1_2,uncultured Planctomycetaceae bacterium Umea_bin-00796
GCA_903929995.1_2,uncultured Planctomycetaceae bacterium Loclat_bin-02257
GCA_903932375.1_2,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1314
GCA_903932375.1_3,uncultured Planctomycetaceae bacterium LaPlata-a_bin-1314
GCA_903932765.1_2,uncultured Planctomycetaceae bacterium Loc080925-7m_bin-0383
GCA_903932765.1_3,uncultured Planctomycetaceae bacterium Loc080925-7m_bin-0383
GCA_903932945.1_2,uncultured Planctomycetaceae bacterium Loc090721-6m_bin-091
GCA_903933295.1_2,uncultured Planctomycetaceae bacterium Loc090116-9m_bin-0123
GCA_903933855.1_2,uncultured Planctomycetaceae bacterium Loc090116-8m_bin-1138
GCA_903934205.1_2,uncultured Planctomycetaceae bacterium Loc090116-4m_bin-1179
GCA_903934805.1_2,uncultured Planctomycetaceae bacterium Loc090721-8-6m_bin-0484
GCA_903934805.1_3,uncultured Planctomycetaceae bacterium Loc090721-8-6m_bin-0484
GCA_903935025.1_2,uncultured Planctomycetaceae bacterium Loc081215-9m_bin-0356
GCA_903935555.1_3,uncultured Planctomycetaceae bacterium Loc090519-8-7m_bin-0757
GCA_903935555.1_2,uncultured Planctomycetaceae bacterium Loc090519-8-7m_bin-0757
GCA_903937185.1_2,uncultured Planctomycetaceae bacterium Loc090402-8m_bin-1632
GCA_903937185.1_3,uncultured Planctomycetaceae bacterium Loc090402-8m_bin-1632
GCA_903937875.1_3,uncultured Planctomycetaceae bacterium Loc090116-7m_bin-0630
GCA_903937875.1_2,uncultured Planctomycetaceae bacterium Loc090116-7m_bin-0630
GCA_903937875.1_5,uncultured Planctomycetaceae bacterium Loc090116-7m_bin-0630
GCA_903937875.1_4,uncultured Planctomycetaceae bacterium Loc090116-7m_bin-0630
GCA_903937965.1_3,uncultured Planctomycetaceae bacterium Loc090519-8m_bin-1014
GCA_903937965.1_2,uncultured Planctomycetaceae bacterium Loc090519-8m_bin-1014
GCA_903938025.1_2,uncultured Planctomycetaceae bacterium Loc090907-8-6m_bin-258
GCA_903938605.1_2,uncultured Planctomycetaceae bacterium Loc090402-7m_bin-0258
GCA_903938605.1_3,uncultured Planctomycetaceae bacterium Loc090402-7m_bin-0258
GCA_903939225.1_2,uncultured Planctomycetaceae bacterium Loc080925-4-5m_bin-0611
GCA_903939855.1_2,uncultured Planctomycetaceae bacterium Loc090402-1m_bin-0203
GCA_903939855.1_3,uncultured Planctomycetaceae bacterium Loc090402-1m_bin-0203
GCA_903941175.1_2,uncultured Planctomycetaceae bacterium Loc081215-8m_bin-0024
GCA_903944635.1_2,uncultured Planctomycetaceae bacterium Loc080925-5m_bin-0893
GCA_903944635.1_3,uncultured Planctomycetaceae bacterium Loc080925-5m_bin-0893
GCA_903945395.1_2,uncultured Planctomycetaceae bacterium Loc080925-8-8m_bin-485
GCA_903949225.1_2,uncultured Planctomycetaceae bacterium Loc080925-6m_bin-0950
GCA_903949225.1_3,uncultured Planctomycetaceae bacterium Loc080925-6m_bin-0950
GCA_903951635.1_2,uncultured Planctomycetaceae bacterium Loc090907-1m_bin-358
GCA_903951635.1_3,uncultured Planctomycetaceae bacterium Loc090907-1m_bin-358
GCA_903952835.1_3,uncultured Planctomycetaceae bacterium Loc090402-4m_bin-0748
GCA_903952835.1_2,uncultured Planctomycetaceae bacterium Loc090402-4m_bin-0748
GCA_903952995.1_2,uncultured Planctomycetaceae bacterium Loc090116-4m_bin-0185
GCA_903952995.1_3,uncultured Planctomycetaceae bacterium Loc090116-4m_bin-0185
GCA_903953265.1_2,uncultured Planctomycetaceae bacterium Loc080925-8m_bin-614
